185,696,84,722,833,244
206,390,604,981,892,644
578,599,607,407,727,715
788,543,442,623,298,793
532,828,91,236,257,487
335,304,949,187,709,97
123,38,677,437,830,182
169,638,372,965,965,168
696,493,701,676,87,414
117,229,415,268,432,714
106,440,252,590,372,187
538,386,530,360,683,276
453,61,192,241,403,662
791,537,677,749,979,573
759,888,348,834,880,848
101,55,512,105,54,893
523,349,463,865,518,87
14,782,687,307,889,837
727,14,406,899,547,605
321,484,947,388,592,448
725,402,658,618,976,211
208,939,46,460,842,659
244,107,383,730,280,783
765,344,920,139,147,295
313,303,907,986,447,634
709,661,866,475,635,264
699,400,882,593,542,490
774,342,772,807,886,724
166,519,303,441,621,242
5,890,989,335,679,55
590,286,394,399,361,840
945,805,651,585,684,519
518,154,537,444,18,981
499,224,927,165,728,290
810,280,727,579,851,970
995,173,14,885,264,146
645,871,78,660,316,865
875,864,188,571,240,16
690,315,187,660,4,593
245,169,293,702,854,930
992,389,310,342,62,11
874,236,466,926,869,693
76,595,44,947,655,392
636,594,33,261,551,891
715,817,327,246,51,576
140,85,919,72,46,344
430,787,609,169,18,378
271,808,44,308,785,277
506,383,183,60,177,276
565,274,715,872,442,663
428,422,753,927,357,706
759,421,442,72,992,533
104,171,490,860,704,740
607,816,325,227,123,170
123,635,73,800,874,885
655,16,484,524,309,100
40,715,433,285,720,228
465,802,977,419,556,784
13,427,368,463,550,952
912,591,227,1,810,868
564,726,387,558,662,162
474,141,313,663,89,193
37,531,543,82,71,881
245,695,140,37,360,359
740,432,851,830,469,337
683,773,412,774,450,916
105,223,787,293,260,155
335,473,323,421,433,88
327,673,274,55,800,238
707,303,334,507,434,751
664,915,279,3,542,894
391,730,316,404,787,195
863,520,448,808,379,670
124,930,87,716,93,108
955,846,111,297,777,815
565,253,781,888,764,825
902,184,59,897,452,7
640,279,74,721,34,338
853,3,782,442,511,978
80,331,472,36,249,312
455,549,54,919,350,391
87,31,915,178,632,368
78,638,555,160,985,659
610,631,865,482,111,934
912,552,865,816,746,59
466,510,400,384,34,873
983,506,704,216,675,321
195,10,820,898,943,177
401,87,509,516,142,15
225,861,91,121,436,519
714,490,252,599,298,826
522,858,880,671,46,614
770,506,924,475,877,950
784,10,850,71,419,70
446,701,304,680,584,853
161,783,14,493,876,926
878,345,149,964,78,425
535,853,295,743,801,510
132,521,191,558,548,670
196,805,684,760,981,712
951,881,278,309,965,670
907,349,426,24,992,407
807,583,466,49,466,256
237,562,7,954,415,162
307,478,236,775,890,893
458,136,148,364,453,388
834,250,381,4,487,965
940,563,346,924,50,2
579,626,876,814,325,552
135,867,82,558,820,542
181,675,185,367,178,720
455,838,980,821,979,506
114,768,158,725,885,534
912,979,431,27,645,889
128,391,962,428,58,326
958,148,694,585,992,835
75,960,818,276,620,223
71,110,861,814,344,600
695,503,653,449,286,508
44,863,598,251,884,794
370,832,709,691,455,685
178,672,971,919,504,472
458,324,143,741,38,421
448,682,532,708,454,550
364,663,907,615,343,418
876,149,792,591,323,315
227,860,337,959,671,104
542,856,607,633,790,729
1,737,414,201,95,742
485,51,928,571,272,760
263,830,540,312,453,465
785,599,843,968,108,28
517,663,696,89,295,79
171,942,402,314,826,980
987,935,251,757,483,141
547,453,906,221,436,967
910,238,437,967,155,599
576,687,655,246,347,444
445,77,33,584,230,89
999,547,873,120,525,101
464,687,839,390,989,45
386,874,402,119,770,300
819,523,125,264,12,646
131,641,287,329,751,521
916,341,46,145,725,349
16,419,89,678,999,25
661,224,727,273,438,27
863,144,363,797,305,695
918,566,503,442,819,689
926,707,361,791,86,22
28,342,123,605,637,419
992,793,349,549,799,845
596,52,710,424,976,185
132,692,559,908,251,342
715,138,420,860,334,668
626,452,708,582,732,257
868,657,857,10,34,369
191,411,961,530,42,563
967,745,431,229,295,19
267,462,409,82,73,202
62,675,384,194,587,784
923,567,730,409,977,553
971,623,481,521,844,78
896,58,788,715,336,611
865,223,426,505,890,250
109,453,334,445,101,272
385,966,217,66,127,954
867,864,936,796,646,717
501,146,744,614,353,218
750,412,649,516,343,365
792,463,854,309,900,545
917,517,244,504,438,118
739,703,615,438,83,927
921,41,428,279,36,48
132,399,724,637,620,173
83,349,910,488,693,443
622,631,809,638,366,92
376,633,232,86,951,913
609,350,734,408,820,828
471,437,708,497,236,669
463,615,228,46,50,50
161,704,140,99,698,32
824,141,738,873,693,870
984,761,986,527,909,963
554,110,520,762,359,608
992,330,705,463,111,247
296,130,351,239,627,432
789,761,22,696,677,675
317,538,708,671,573,381
290,466,576,236,890,475
300,369,515,736,426,901
928,56,1,949,474,798
218,260,169,863,76,134
251,116,311,843,843,478
38,501,382,480,486,290
775,910,778,772,807,226
362,806,955,132,444,756
774,164,169,437,56,763
713,626,125,109,304,175
244,267,123,274,689,128
314,658,899,0,245,13
464,354,11,15,125,210
302,100,410,854,381,144
377,87,384,443,130,279
875,383,997,415,764,421
13,32,296,161,312,544
487,230,367,336,752,139
551,330,910,533,2,287
947,601,259,124,604,993
371,980,278,48,15,633
245,102,969,477,551,488
974,196,942,929,979,416
777,572,284,687,765,531
11,537,918,369,598,497
893,123,712,902,464,465
169,889,926,264,85,457
174,249,813,878,593,605
710,16,493,817,323,602
445,643,96,202,63,769
802,740,716,716,898,604
219,518,930,88,921,963
553,120,706,562,248,431
752,340,486,292,94,963
1,852,408,557,441,685
856,981,329,447,568,315
223,145,828,469,84,907
887,121,54,592,722,851
501,823,28,899,580,196
456,865,761,761,915,518
217,126,891,858,464,187
612,14,466,717,829,380
998,411,473,220,824,1
643,817,804,548,765,35
703,89,467,332,226,708
593,419,208,748,950,878
770,310,411,698,560,180
22,784,934,143,689,463
418,356,486,251,996,769
485,146,407,185,151,783
339,206,981,643,275,753
602,526,64,2,916,482
835,345,25,439,308,461
250,547,821,104,397,806
772,991,657,842,165,928
900,179,775,735,506,145
40,931,784,630,368,446
456,8,467,940,445,966
724,535,585,112,512,338
56,633,482,712,190,581
428,400,685,502,749,584
968,706,706,717,847,371
7,674,623,895,951,287
988,792,947,703,955,215
202,626,892,817,448,154
544,850,331,710,279,788
547,861,898,512,9,588
403,144,372,390,751,769
236,915,246,584,559,15
614,339,143,595,768,505
788,39,84,701,410,974
726,861,589,510,377,786
738,932,210,169,991,417
157,451,103,255,7,956
190,588,701,70,626,973
444,39,146,654,37,368
695,729,132,126,290,813
527,589,677,808,461,230
839,159,245,638,497,433
597,451,324,514,529,194
422,939,995,931,601,745
296,340,691,885,282,882
107,670,648,949,120,872
750,60,736,229,446,301
652,860,618,858,293,607
520,803,121,766,766,316
768,566,432,346,83,818
427,789,802,554,269,173
339,289,5,535,805,470
108,553,486,221,239,722
759,894,745,462,186,65
967,661,13,384,155,184
168,334,472,865,354,733
29,668,662,486,428,497
185,671,363,392,918,559
187,180,364,266,114,491
468,821,689,859,107,424
569,168,920,771,638,847
44,217,180,608,652,741
306,861,759,46,162,122
299,65,717,270,619,197
929,979,198,646,440,42
231,378,177,207,402,292
185,542,630,783,839,744
708,851,295,52,906,97
571,304,437,595,582,885
276,201,753,32,231,494
751,136,975,360,59,841
101,71,530,389,473,243
594,84,191,938,88,148
805,348,54,857,285,385
476,182,668,59,231,353
821,18,968,80,544,832
610,229,109,928,207,121
92,567,981,235,86,347
689,173,176,96,62,334
241,861,886,774,731,551
852,211,770,114,103,284
560,49,536,25,357,43
71,710,938,973,737,338
530,224,522,500,700,478
757,581,199,999,204,776
726,499,255,853,146,1
881,723,488,631,775,414
627,963,203,265,401,879
224,987,46,64,743,296
948,790,670,70,127,743
244,398,559,427,841,170
660,193,661,576,490,448
604,427,854,73,710,601
905,94,163,806,105,762
710,543,126,360,420,592
350,862,741,514,363,489
33,316,339,192,687,734
685,403,187,934,954,230
54,363,992,242,186,304
191,236,789,822,462,260
466,780,903,999,411,407
873,927,971,841,848,81
112,276,930,770,692,988
792,532,941,317,232,77
41,541,540,781,23,907
397,80,12,322,897,902
515,791,796,699,637,409
13,945,360,0,107,204
873,934,357,83,787,356
404,387,203,916,201,986
972,713,283,547,612,966
812,21,631,493,461,31
299,868,343,408,926,425
323,74,864,868,702,494
93,569,881,212,291,85
928,109,390,390,844,312
97,214,539,589,226,85
983,671,928,748,430,403
714,408,755,283,798,39
167,890,33,65,381,516
192,414,728,661,454,191
659,498,497,167,527,220
718,852,616,907,273,998
837,824,173,551,675,232
752,391,835,702,427,466
843,664,548,952,660,10
591,120,293,52,831,894
326,831,175,327,271,432
230,52,302,793,796,492
275,143,797,871,698,64
238,300,679,349,54,275
480,306,767,569,828,44
472,625,501,586,707,543
681,941,373,818,621,736
915,253,835,93,41,456
381,108,363,670,362,415
140,301,62,216,906,877
800,553,659,600,335,317
705,942,538,949,630,717
753,964,885,643,783,673
397,82,203,597,282,202
655,355,765,636,23,779
596,421,64,259,681,889
794,376,927,173,510,737
278,282,342,670,936,487
87,194,115,106,106,303
266,886,570,740,537,583
908,105,59,563,207,763
975,362,604,837,344,429
151,110,472,532,602,581
947,757,727,365,430,984
289,206,419,611,694,720
971,704,50,285,407,588
618,696,179,268,923,38
210,713,227,861,412,481
845,797,472,301,296,661
808,20,871,253,740,233
87,813,560,515,149,463
415,755,180,89,94,273
726,320,315,322,388,361
261,480,464,594,227,750
377,36,341,505,540,531
861,719,694,303,907,566
794,15,190,888,336,420
367,548,929,674,907,390
77,792,844,854,377,265
565,354,564,950,981,920
119,596,376,197,204,953
712,736,157,895,490,602
78,555,917,706,622,386
16,246,637,572,70,998
908,89,404,15,287,566
948,279,779,50,603,960
43,2,541,449,491,427
466,838,322,80,319,876
905,290,857,510,327,809
307,528,305,248,142,353
310,327,936,722,707,898
226,156,520,811,876,815
674,623,679,821,433,234
109,366,867,443,439,626
417,357,894,880,878,767
28,94,741,765,266,204
448,282,502,66,592,632
627,722,400,970,972,776
678,110,512,867,50,490
956,311,452,739,452,508
724,846,991,18,558,253
488,967,660,588,481,276
240,512,697,64,622,870
859,102,995,927,134,971
637,535,329,890,244,424
424,426,11,926,893,496
369,378,583,70,112,186
169,942,591,383,699,993
148,378,569,189,835,692
73,750,453,484,699,807
7,261,607,469,709,137
968,346,202,40,175,990
659,988,343,789,309,319
728,481,298,290,275,721
961,627,595,6,756,436
225,575,942,955,288,341
484,680,840,785,255,795
965,295,900,101,336,601
402,957,351,261,294,7
466,184,983,71,361,847
809,449,873,184,437,13
349,903,648,319,518,77
185,765,168,274,470,201
450,620,436,782,338,148
831,838,689,581,123,338
665,509,772,858,769,134
951,300,309,295,941,865
168,571,411,631,157,83
928,278,133,684,657,781
500,859,622,348,967,317
676,178,547,705,370,444
566,934,67,474,875,155
683,164,987,725,296,376
518,865,907,14,784,647
93,230,279,325,660,83
266,275,533,1,54,108
565,762,998,440,687,825
179,547,410,45,613,135
879,99,263,934,401,954
871,391,415,183,455,538
0,638,756,830,872,843
648,521,955,869,36,376
748,53,690,714,176,408
401,521,432,790,848,296
212,236,456,67,773,540
422,792,209,808,678,164
217,296,902,992,242,353
353,955,990,1,240,664
974,365,477,51,402,816
938,391,946,779,223,59
694,77,307,10,179,834
536,673,19,76,777,802
796,734,456,932,145,116
261,981,806,790,836,571
843,317,208,113,196,278
729,793,246,124,606,376
817,919,815,143,998,769
264,225,657,383,539,488
749,167,49,23,474,72
213,743,43,558,501,119
823,431,957,680,469,329
502,502,705,115,23,447
286,974,0,277,266,55
451,949,923,372,877,199
445,624,714,790,327,77
572,159,649,973,387,624
106,450,145,322,630,627
981,423,131,437,244,142
964,93,13,296,660,686
689,355,724,259,885,198
435,690,674,393,511,198
510,194,735,13,923,955
776,70,132,453,78,768
404,202,441,901,7,233
932,219,179,514,644,445
122,10,222,101,85,165
176,602,71,400,869,115
827,921,694,255,110,924
136,342,214,17,148,655
600,412,114,854,185,416
687,822,6,369,707,383
594,302,303,504,431,829
284,256,978,122,570,194
788,161,446,352,152,728
336,505,616,706,84,35
510,642,268,579,277,47
618,710,986,251,263,316
109,34,356,206,518,686
223,376,622,394,187,775
663,245,855,9,284,448
301,193,845,746,454,43
485,177,864,457,375,238
146,800,925,284,941,769
6,271,508,648,924,485
526,340,465,65,862,716
516,85,661,920,770,673
282,816,654,635,39,285
954,249,494,9,203,101
394,43,127,851,684,709
647,951,54,740,100,748
662,593,953,571,990,674
705,827,816,814,629,711
944,366,610,366,439,974
359,157,486,53,810,661
486,744,149,347,402,953
889,328,289,616,699,464
984,568,630,624,23,59
110,121,747,531,612,583
947,551,14,345,887,557
244,110,879,999,219,357
954,89,362,295,637,95
322,162,257,557,948,184
695,436,408,853,590,759
637,285,847,111,795,387
157,566,382,278,928,488
118,856,518,32,253,762
705,421,734,633,857,313
362,581,554,976,528,732
830,262,155,144,178,306
273,802,807,733,776,143
515,985,843,799,966,478
245,376,484,124,115,691
50,600,67,368,866,963
783,2,928,779,274,671
8,978,185,842,68,103
391,463,81,761,320,34
23,359,721,99,936,265
497,21,116,404,224,732
227,702,271,14,560,169
128,673,117,755,300,481
55,396,18,648,401,259
371,874,786,530,787,207
13,253,80,798,705,773
645,167,328,196,474,292
500,348,997,781,539,980
275,641,211,520,92,252
21,569,237,96,177,48
661,703,532,262,232,63
369,87,813,254,953,743
897,429,66,64,578,514
921,800,848,944,169,196
312,587,521,507,669,324
86,50,437,83,606,836
763,882,323,295,294,504
359,838,616,899,70,667
814,88,535,341,216,949
601,644,762,62,959,199
677,278,256,239,513,227
402,905,250,809,1,882
644,402,0,800,356,592
315,959,311,587,415,724
311,196,342,192,797,871
322,859,638,418,102,558
469,367,337,17,97,40
640,377,5,331,923,275
529,236,346,865,219,425
164,249,282,471,463,500
694,249,898,313,833,640
310,952,622,665,329,93
397,737,389,638,708,977
929,554,305,775,248,557
842,458,65,868,160,827
585,173,458,970,984,403
663,414,589,349,438,984
926,599,662,150,140,567
285,0,51,249,558,781
827,0,711,647,946,235
501,12,164,727,348,29
747,461,819,401,224,149
293,10,136,89,319,674
507,547,826,683,198,217
869,355,731,937,753,273
602,71,170,784,492,239
70,8,125,892,564,165
236,858,555,849,825,718
922,359,273,607,919,10
820,687,980,399,851,741
207,250,872,614,59,181
373,687,983,562,937,853
36,49,965,434,783,32
822,147,800,107,857,733
696,71,850,718,40,312
619,629,763,643,985,902
968,913,490,346,100,258
709,830,186,32,597,679
302,398,866,539,254,692
795,202,81,267,298,810
163,714,370,511,956,696
109,178,718,408,173,665
566,356,817,487,806,407
850,294,362,790,384,233
342,43,85,898,498,843
996,333,598,217,746,44
252,565,588,714,668,273
567,497,750,894,154,579
648,27,895,273,140,530
512,477,849,766,514,619
541,97,183,396,812,810
192,745,801,222,567,809
471,731,319,225,997,236
534,103,782,474,962,65
183,936,392,84,654,490
377,812,63,742,696,642
461,98,148,525,791,950
897,572,868,22,923,444
272,391,552,424,505,93
533,28,0,902,471,55
953,867,201,767,251,793
197,567,368,826,205,153
650,237,871,982,314,360
911,382,36,852,602,97
218,179,851,11,578,232
308,947,331,409,539,835
891,413,172,757,537,733
589,473,361,574,604,167
859,234,737,549,492,842
480,726,687,800,101,665
155,363,12,786,686,152
587,442,100,914,577,574
797,941,440,469,526,776
543,250,995,540,845,877
377,745,887,904,758,146
152,11,5,869,230,645
260,941,376,530,793,707
584,860,791,428,518,811
180,998,611,178,66,710
174,403,87,714,566,291
936,460,83,294,796,871
94,58,60,929,475,525
583,981,290,927,527,630
186,55,244,383,178,484
173,504,615,684,683,250
184,873,885,838,137,125
566,12,337,860,675,469
814,831,162,615,167,925
400,684,430,652,554,14
712,180,598,605,24,153
314,233,50,614,794,38
287,394,864,917,296,9
49,827,711,760,330,101
663,491,766,886,780,177
513,308,184,412,983,921
27,709,314,953,354,151
544,740,592,900,629,223
695,944,574,350,377,396
913,394,235,47,896,477
332,996,987,606,329,758
999,894,30,944,714,951
905,443,475,877,106,256
252,637,916,996,130,408
953,818,727,669,974,338
514,995,338,956,877,433
820,481,840,703,338,591
158,226,259,713,991,333
444,920,369,808,61,568
598,740,61,390,762,810
935,402,33,922,986,606
946,685,551,932,205,150
241,304,957,99,682,176
923,465,371,438,130,144
76,68,850,565,423,831
490,353,251,229,420,962
391,563,778,957,788,225
672,375,603,175,487,754
605,440,753,850,954,753
838,923,843,225,536,956
240,460,191,347,465,363
723,741,825,591,68,305
570,639,984,561,63,372
202,554,229,238,595,151
830,286,546,247,666,236
453,497,437,538,814,456
928,102,395,88,118,319
295,724,470,27,332,249
371,466,284,495,448,666
528,762,527,976,596,774
339,773,943,217,86,760
564,983,980,251,227,281
74,840,280,333,491,843
619,493,7,528,297,960
965,672,306,627,163,459
848,78,359,801,967,872
232,706,153,321,316,18
509,295,186,630,259,836
556,569,223,269,707,437
325,774,299,976,27,639
568,507,722,355,573,849
181,221,647,106,557,514
496,227,326,380,648,276
924,529,19,560,482,258
758,815,581,896,669,502
876,930,663,348,721,252
639,602,685,984,917,603
185,254,634,250,170,819
46,205,118,828,754,332
336,153,666,622,424,322
972,633,544,497,529,195
189,58,611,370,35,513
59,251,10,904,438,281
361,827,341,704,463,228
441,362,85,936,289,178
774,23,439,432,968,70
660,675,380,431,532,197
392,118,419,787,428,453
922,444,434,795,734,140
823,339,511,936,656,3
650,636,902,124,414,78
68,124,234,138,167,677
95,619,549,527,183,663
413,607,17,539,552,742
398,782,173,484,255,79
317,755,899,289,435,677
548,408,102,712,22,678
429,322,576,670,532,665
206,207,723,54,502,515
576,279,178,664,57,541
405,533,174,696,275,72
793,465,470,47,484,6
467,129,331,18,296,654
99,535,232,730,823,742
66,990,53,448,405,699
849,85,664,491,764,491
382,835,354,31,787,193
691,915,952,637,958,725
913,766,8,889,263,85
605,149,343,523,997,828
523,490,661,823,424,652
535,692,159,241,618,337
564,968,404,234,438,41
113,583,182,223,550,974
181,728,768,915,331,289
442,653,965,696,861,764
898,489,831,198,137,274
794,319,880,653,717,11
902,145,964,344,494,281
544,339,234,939,343,373
434,856,181,100,55,454
152,118,438,744,243,2
709,614,759,521,997,233
963,792,801,109,766,804
999,991,754,609,515,204
941,37,489,494,531,582
590,186,900,639,318,511
306,128,84,980,32,786
405,977,367,76,135,198
989,183,761,506,805,626
75,892,448,502,128,622
810,268,180,831,745,143
6,305,599,155,22,270
18,569,644,818,572,610
948,704,593,345,409,213
126,254,675,837,759,401
782,598,579,655,637,653
979,187,451,232,836,249
243,967,284,362,224,506
513,628,949,409,974,288
437,42,745,695,504,670
544,583,801,265,714,662
928,285,991,464,421,161
259,15,310,760,966,549
90,413,901,256,324,692
559,841,547,159,976,640
141,370,936,455,273,964
889,207,817,744,77,184
817,175,898,776,305,157
587,458,310,598,963,244
468,365,873,457,697,360
771,285,236,972,882,557
186,875,97,233,27,623
38,53,605,292,638,119
849,578,997,270,128,730
926,716,193,583,896,690
146,709,69,108,212,565
192,738,390,202,913,732
94,723,344,17,655,795
797,730,871,695,124,659
574,164,433,863,554,31
214,183,115,356,852,151
102,440,829,421,608,862
665,755,344,469,169,672
75,560,997,782,17,304
188,948,145,823,862,323
910,477,747,860,908,944
633,797,96,447,565,942
643,801,349,50,865,274
9,671,119,652,206,778
699,374,235,350,877,784
682,823,755,30,198,783
937,743,758,97,358,831
539,57,656,405,352,439
135,484,539,348,211,273
393,214,180,0,993,959
138,657,363,626,31,277
766,472,704,493,752,852
515,711,738,908,337,715
729,0,733,663,991,298
766,146,671,829,330,278
159,133,891,693,937,427
351,621,61,689,282,6
752,810,464,399,753,72
201,67,221,807,672,787
981,165,61,459,412,570
287,937,317,845,141,494
925,623,893,387,624,190
403,422,503,611,684,15
966,223,507,583,775,707
972,103,132,820,229,735
84,358,373,830,662,228
79,560,926,457,122,81
311,245,140,802,792,226
86,879,721,13,41,626
822,883,295,649,616,635
24,461,841,937,288,313
132,564,574,137,26,672
394,129,713,151,840,623
87,807,473,889,615,963
216,177,779,599,112,356
468,928,216,22,727,796
842,219,990,524,575,215
840,845,238,617,94,432
69,420,633,507,531,632
410,451,646,607,808,249
318,547,204,94,234,181
716,484,604,232,518,889
692,850,368,82,538,627
536,263,593,180,536,352
518,82,850,672,446,590
952,504,751,906,377,498
403,59,654,250,723,304
652,652,35,456,178,902
263,550,298,947,22,230
370,328,825,718,172,24
776,918,602,984,73,752
685,832,360,62,186,918
500,911,803,163,983,295
369,143,834,572,967,164
54,649,299,11,666,843
870,877,63,634,185,366
467,182,772,616,913,38
231,459,487,134,655,726
278,79,163,368,244,288
788,708,12,221,730,641
1,246,822,236,12,382
995,731,921,183,412,278
146,903,962,428,893,338
569,170,319,535,617,234
335,585,937,11,188,420
480,249,862,670,924,954
390,193,905,603,646,700
319,46,168,321,716,592
624,851,645,457,361,815
864,122,865,347,468,737
801,784,625,674,678,814
637,210,652,759,142,981
605,353,434,345,202,670
540,677,129,874,146,2
467,994,481,992,512,929
244,350,152,184,299,859
868,873,71,509,795,682
239,97,759,578,36,917
26,409,458,935,238,222
69,802,946,116,277,917
182,228,333,868,39,656
282,411,822,162,285,190
30,705,165,380,639,275
583,63,393,155,879,34
100,709,330,85,750,714
183,833,889,901,236,688
796,1,808,387,315,280
127,828,147,471,391,425
901,53,100,867,308,243
94,957,381,349,247,544
575,798,202,27,617,363
981,847,432,808,236,803
493,476,299,459,705,649
534,572,462,805,723,287
37,896,74,27,858,567
519,274,826,76,488,195
183,806,993,803,210,998
691,229,664,601,932,149
483,633,112,819,513,781
100,812,7,777,53,431
512,610,655,685,566,310
103,496,646,410,1,580
544,782,220,873,78,326
62,218,158,76,741,814
504,497,590,493,334,773
167,243,506,800,774,846
402,265,111,829,643,218
53,991,263,559,400,756
859,364,554,715,696,214
616,198,691,317,651,768
540,104,90,526,506,721
783,57,264,46,289,67
19,354,363,635,641,928
638,255,836,11,458,470
43,338,435,923,800,950
532,671,152,475,936,509
358,149,271,272,60,33
52,425,340,750,11,532
484,641,146,457,890,707
74,646,883,452,301,546
529,933,770,770,879,45
608,150,753,188,472,290
589,912,498,669,906,325
339,669,463,251,60,489
483,880,335,25,806,567
784,409,701,596,434,377
4,474,762,736,310,481
73,690,704,398,678,113
490,806,833,810,598,712
994,597,337,282,513,646
36,548,621,561,575,207
331,987,772,246,267,798
904,261,252,225,156,612
571,673,811,495,189,770
868,243,31,18,280,536
911,859,944,906,570,530
478,998,477,822,98,514
919,805,407,782,760,749
658,446,825,745,200,474
549,2,5,487,306,303
477,895,944,872,801,467
974,765,751,817,982,206
314,35,250,265,234,343
555,474,265,911,831,963
218,263,139,895,422,782
570,246,182,223,217,113
41,738,270,295,757,393
100,506,463,593,671,538
850,377,423,236,833,572
267,553,343,929,963,652
266,10,803,470,806,484
730,399,755,43,978,27
581,590,4,69,886,812
628,366,2,107,159,561
732,367,31,650,535,983
493,388,945,707,19,657
81,195,341,692,161,90
332,234,258,713,648,163
945,761,171,323,979,796
493,391,132,743,863,478
178,173,67,673,745,192
434,510,375,661,633,931
215,943,729,360,192,337
284,265,333,452,747,637
367,820,48,46,766,601
99,891,386,418,137,937
950,679,198,675,304,410
519,449,810,950,521,667
71,170,540,404,292,739
411,231,327,762,54,646
619,434,909,430,371,14
194,778,916,371,350,367
609,466,576,613,790,159
989,455,766,477,263,915
559,701,450,588,416,796
554,737,437,143,276,174
664,952,363,605,135,528
98,923,871,46,837,195
452,847,608,950,494,970
385,948,905,38,107,787
256,190,749,516,724,128
566,804,978,292,509,262
38,115,110,16,75,11
676,691,918,154,604,622
204,674,57,220,957,722
793,543,628,182,556,83
215,369,445,880,665,925
781,542,618,731,751,914
762,430,70,768,481,36
74,903,839,334,810,379
879,194,903,547,569,613
760,970,191,34,31,65
817,725,416,824,921,578
914,643,720,67,762,4
714,326,223,782,950,766
